Tanggal,Waktu,Suhu1,Suhu2,Suhu3,Suhu4,Suhu5,Suhu6,Suhu7,Suhu8,Suhu9,Suhu10,Suhu11,Suhu12,Suhu Luar1,Suhu Luar2,Suhu Luar3,Suhu Luar4,Suhu Rerata,Suhu Luar Rerata,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,RH9,RH10,RH11,RH12,RH Luar1,RH Luar2,RH Luar3,RH Luar4,RH Rerata,RH Luar Rerata,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC Luar1,IC Luar2,IC Luar3,IC Luar4,IC Rerata,IC Luar Rerata,ID_Rumah_Kaca
2019-05-03,00:00:39,24,22,22,22,22,23,24,22,24,22,22,24,24,0,0,0,22.75,24.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:01:39,24,21,22,22,23,23,24,21,24,21,22,24,24,0,0,0,22.58,24.0,95,94,95,95,95,95,95,94,95,94,95,95,95,0,0,0,94.75,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:02:39,24,22,22,22,22,23,24,22,24,22,22,23,24,0,0,0,22.67,24.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:03:39,24,22,22,22,22,23,24,22,24,22,23,23,24,0,0,0,22.75,24.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:04:39,25,22,22,22,22,23,24,22,24,22,22,23,23,0,0,0,22.75,23.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:05:39,24,22,22,22,22,23,24,22,24,21,22,23,24,0,0,0,22.58,24.0,95,95,95,95,95,95,95,95,95,94,95,95,95,0,0,0,94.92,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:06:39,24,22,22,22,22,23,24,22,24,22,22,24,23,0,0,0,22.75,23.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:07:39,24,22,22,22,22,23,24,22,24,22,22,24,23,0,0,0,22.75,23.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:08:39,24,22,22,22,22,23,24,22,23,22,22,23,23,0,0,0,22.58,23.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:09:39,24,22,22,22,22,23,24,22,24,22,22,23,23,0,0,0,22.67,23.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:10:39,24,22,22,22,22,23,24,22,24,23,22,23,24,0,0,0,22.75,24.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:11:39,24,22,22,22,22,23,24,22,23,22,22,23,23,0,0,0,22.58,23.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:12:39,24,22,22,22,22,23,24,21,24,22,22,23,23,0,0,0,22.58,23.0,95,95,95,95,95,95,95,94,95,95,95,95,95,0,0,0,94.92,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:13:39,24,21,22,22,22,23,24,22,23,22,22,23,23,0,0,0,22.5,23.0,95,94,95,95,95,95,95,95,95,95,95,95,95,0,0,0,94.92,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:14:39,24,22,22,22,22,23,24,22,23,21,23,23,23,0,0,0,22.58,23.0,95,95,95,95,95,95,95,95,95,94,95,95,95,0,0,0,94.92,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:15:39,24,22,22,22,23,23,24,22,23,22,22,23,23,0,0,0,22.67,23.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-03,00:16:39,24,22,22,22,22,23,24,22,23,22,22,23,23,0,0,0,22.58,23.0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,95.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
