Tanggal,Waktu,Suhu1,Suhu2,Suhu3,Suhu4,Suhu5,Suhu6,Suhu7,Suhu8,Suhu9,Suhu10,Suhu11,Suhu12,Suhu Luar1,Suhu Luar2,Suhu Luar3,Suhu Luar4,Suhu Rerata,Suhu Luar Rerata,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,RH9,RH10,RH11,RH12,RH Luar1,RH Luar2,RH Luar3,RH Luar4,RH Rerata,RH Luar Rerata,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC Luar1,IC Luar2,IC Luar3,IC Luar4,IC Rerata,IC Luar Rerata,ID_Rumah_Kaca
2019-05-13,11:26:22,36,34,35,37,34,40,38,36,34,34,37,37,34,32,36,35,36.0,34.0,60,46,50,40,67,42,47,47,49,58,47,76,61,61,51,44,52.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:27:22,36,34,34,37,34,40,39,36,34,34,38,37,34,33,37,35,36.0,34.0,57,44,51,40,65,39,45,46,47,55,47,76,62,58,48,44,51.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:28:22,36,34,34,37,34,40,39,36,34,34,37,37,34,32,36,35,36.0,34.0,60,45,54,41,69,43,50,47,48,55,49,77,64,58,50,45,53.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:29:22,36,34,34,36,33,39,39,35,34,33,37,36,34,31,36,35,35.0,34.0,58,45,53,42,68,42,49,48,48,56,49,78,64,61,50,45,53.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:30:22,36,33,34,36,33,39,38,34,34,33,36,35,33,31,35,34,35.0,33.0,59,47,55,42,71,45,51,50,50,59,52,80,67,62,51,47,55.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:31:22,36,33,34,37,33,39,38,34,34,33,36,35,34,31,34,34,35.0,33.0,60,47,55,42,71,46,51,51,51,59,52,81,68,64,52,48,55.0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:32:22,36,34,34,37,34,39,38,34,34,33,37,36,33,33,34,34,35.0,33.0,57,46,55,40,69,44,49,49,47,57,50,80,66,60,52,48,53.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:33:22,37,34,34,37,34,39,38,34,34,34,37,37,33,32,34,34,35.0,33.0,55,45,55,40,68,44,50,48,47,56,49,76,68,58,53,48,52.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:34:22,37,34,34,37,34,38,38,34,34,34,37,37,33,32,34,34,35.0,33.0,55,45,54,39,69,45,51,49,47,56,50,72,67,58,53,47,52.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:35:22,36,34,33,37,34,38,37,34,34,33,36,37,34,33,34,34,35.0,33.0,56,45,56,42,70,46,52,49,50,57,51,77,66,60,54,47,54.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-05-13,11:36:22,36,34,34,36,34,38,37,35,34,34,36,36,33,33,34,34,35.0,33.0,56,45,54,43,67,45,52,47,48,55,51,77,66,56,52,48,53.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
