Tanggal,Waktu,Suhu1,Suhu2,Suhu3,Suhu4,Suhu5,Suhu6,Suhu7,Suhu8,Suhu9,Suhu10,Suhu11,Suhu12,Suhu Luar1,Suhu Luar2,Suhu Luar3,Suhu Luar4,Suhu Rerata,Suhu Luar Rerata,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,RH9,RH10,RH11,RH12,RH Luar1,RH Luar2,RH Luar3,RH Luar4,RH Rerata,RH Luar Rerata,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC Luar1,IC Luar2,IC Luar3,IC Luar4,IC Rerata,IC Luar Rerata,ID_Rumah_Kaca
2019-06-18,00:01:45,20,18,18,31,18,19,19,17,18,17,17,19,19,18,18,19,19.25,18.5,93,93,93,53,93,93,93,91,88,92,92,93,93,93,93,80,88.92,89.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:04:24,20,18,18,31,18,19,19,18,18,17,18,19,19,18,18,20,19.42,18.75,93,93,93,53,93,93,93,90,85,92,93,93,93,93,93,79,88.67,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:07:07,20,18,18,31,18,19,19,17,19,18,18,19,20,19,18,20,19.5,19.25,93,93,91,53,93,93,93,88,84,93,93,93,93,93,93,79,88.33,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:09:49,20,18,18,31,18,19,19,18,19,18,18,19,20,19,19,20,19.58,19.5,93,93,90,53,93,93,93,88,83,93,93,93,93,93,93,77,88.17,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:12:31,20,18,18,31,18,19,20,18,19,18,18,19,20,19,19,20,19.67,19.5,93,93,88,53,93,93,93,87,81,93,93,93,93,93,93,76,87.75,88.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:15:15,21,18,18,31,18,19,20,18,19,18,18,19,21,19,19,20,19.75,19.75,94,92,87,53,93,93,92,86,80,93,93,93,94,93,93,76,87.42,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:18:00,21,18,18,31,18,19,20,18,19,18,18,19,20,19,19,20,19.75,19.5,94,92,87,53,93,93,93,88,80,93,93,93,93,93,93,77,87.67,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:20:40,21,18,18,31,18,19,20,18,19,18,18,19,20,19,19,20,19.75,19.5,94,93,88,53,93,93,93,88,81,93,93,93,93,93,93,77,87.92,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:23:19,21,18,18,31,18,19,20,18,19,18,18,19,20,19,18,20,19.75,19.25,94,93,88,53,93,93,93,89,83,93,93,93,93,93,93,78,88.17,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:26:01,21,18,18,31,18,19,20,18,19,18,18,19,19,19,18,20,19.75,19.0,94,93,89,53,93,93,93,89,82,93,93,93,93,93,93,78,88.17,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:28:43,21,18,18,31,18,19,20,18,19,18,18,19,19,19,18,20,19.75,19.0,94,93,89,53,93,93,93,89,83,93,93,93,93,93,93,78,88.25,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:31:25,20,18,18,31,18,19,19,18,19,18,18,19,19,19,18,20,19.58,19.0,93,93,90,53,93,93,93,89,83,93,93,93,93,93,93,78,88.25,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:34:07,20,18,18,31,18,19,20,18,19,18,18,19,20,19,18,20,19.67,19.25,93,93,90,53,93,93,93,89,83,93,93,93,93,93,93,78,88.25,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:36:50,20,18,18,31,18,19,20,18,19,18,18,19,20,19,18,20,19.67,19.25,93,93,90,53,93,93,93,88,82,93,93,93,93,93,93,78,88.08,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:39:32,20,18,18,31,18,19,20,18,19,18,18,19,19,19,18,20,19.67,19.0,93,93,89,53,93,93,93,89,84,93,93,93,93,93,93,79,88.25,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:42:11,20,18,18,31,18,19,20,18,19,18,18,19,19,19,18,20,19.67,19.0,93,93,90,53,93,93,93,90,85,93,93,93,93,93,93,78,88.5,89.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:44:56,20,18,18,31,18,19,19,18,19,18,18,19,19,19,18,20,19.58,19.0,93,93,90,53,93,93,93,90,85,93,93,93,93,93,93,79,88.5,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:47:35,20,18,18,31,18,19,19,18,19,18,18,19,19,19,18,20,19.58,19.0,93,93,91,53,93,93,93,90,85,93,93,93,93,93,93,79,88.58,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:50:20,20,18,18,31,18,19,19,18,19,18,18,19,19,19,18,20,19.58,19.0,93,93,92,53,93,93,93,91,87,93,93,93,93,93,93,80,88.92,89.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:53:07,20,18,18,31,18,19,19,18,19,18,18,19,20,19,18,20,19.58,19.25,93,93,92,53,93,93,93,92,87,93,93,93,93,93,93,80,89.0,89.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:55:49,20,18,18,31,18,19,19,18,19,18,18,19,20,19,18,20,19.58,19.25,93,93,93,53,93,93,93,92,89,93,93,93,93,93,93,81,89.25,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,00:58:34,20,18,18,31,18,19,20,18,19,18,18,19,20,19,19,20,19.67,19.5,93,93,93,53,93,93,93,93,89,93,93,93,93,93,93,81,89.33,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,01:01:18,20,18,18,31,18,19,20,18,19,18,18,19,20,19,19,20,19.67,19.5,93,93,93,53,93,93,93,93,90,93,93,93,93,93,93,82,89.42,90.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,01:04:03,21,18,18,31,18,19,20,18,19,18,18,20,20,19,19,20,19.83,19.5,94,93,93,53,93,93,93,93,90,93,93,93,93,93,93,82,89.5,90.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,01:06:43,21,18,18,31,18,19,20,18,19,18,18,20,20,19,19,20,19.83,19.5,94,93,93,53,93,93,93,93,90,93,93,93,93,93,93,82,89.5,90.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,01:09:22,20,18,18,31,18,19,20,18,19,18,18,20,20,19,19,20,19.75,19.5,93,93,93,53,93,93,93,93,91,93,93,93,93,93,93,83,89.5,90.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-06-18,01:12:07,20,18,18,31,18,19,20,18,19,18,18,20,20,19,19,20,19.75,19.5,93,93,93,53,93,93,93,93,92,93,93,93,93,93,93,83,89.58,90.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
